Accident ID,Timestamp,Velocity (m/s),Speed (m/s),Speed (km/h),Impact Force (N),Vibration (Hz),Pressure (Pa),Temperature (Â°C),G-Force (g),Impact Force Percentage (%),Impact Force Classification
A0763,2024-09-25 04:36:43,33.56279352,33.56279352,120.8260567,503441.9029,199.9368848,98840.61055,29.45707763,34.21283744,84.00018229,4
A0764,2024-09-25 04:36:44,23.2769747,23.2769747,83.79710893,349154.6205,391.3351057,95607.32622,25.88311061,23.72780296,58.25707317,3
A0765,2024-09-25 04:36:45,14.73557659,14.73557659,53.04807573,221033.6489,493.5536807,100838.2259,16.37318484,15.02097512,36.87985981,2
A0766,2024-09-25 04:36:46,15.42734252,15.42734252,55.53843306,231410.1378,267.5747895,102949.1658,21.9539333,15.72613916,38.61119554,2
A0767,2024-09-25 04:36:47,34.95574555,34.95574555,125.840684,524336.1833,83.72662537,102852.9425,15.06380785,35.63276815,87.48643037,4
A0768,2024-09-25 04:36:48,15.45003754,15.45003754,55.62013513,231750.563,267.4248522,98955.70481,26.10123419,15.74927374,38.66799611,2
A0769,2024-09-25 04:36:49,15.87106397,15.87106397,57.13583031,238065.9596,200.3361844,104146.6758,25.00788219,16.17845461,39.72173133,2
A0770,2024-09-25 04:36:50,12.56259427,12.56259427,45.22533938,188438.9141,287.8177425,98762.44414,17.62518737,12.8059065,31.44136999,2
A0771,2024-09-25 04:36:51,20.91304668,20.91304668,75.28696805,313695.7002,287.6862097,97069.5767,29.10977439,21.3180904,52.34068887,3
A0772,2024-09-25 04:36:52,24.8722689,24.8722689,89.54016805,373084.0335,476.777349,96802.04944,17.27593491,25.3539948,62.24973855,3
A0773,2024-09-25 04:36:53,14.28896783,14.28896783,51.44028419,214334.5175,266.3148462,95674.71652,21.06158682,14.56571644,35.76209774,2
A0774,2024-09-25 04:36:54,12.84581574,12.84581574,46.24493666,192687.2361,311.4328062,103142.8412,27.67029472,13.09461339,32.15021012,2
A0775,2024-09-25 04:36:55,21.74323285,21.74323285,78.27563826,326148.4928,60.80166835,99043.1374,22.01042701,22.16435561,54.41845959,3
A0776,2024-09-25 04:36:56,38.35608513,38.35608513,138.0819065,575341.2769,424.4050694,97813.45925,19.8741711,39.09896547,95.9967215,4
A0777,2024-09-25 04:36:57,34.4156153,34.4156153,123.8962151,516234.2295,254.0430277,100824.1562,15.71589227,35.08217666,86.13460489,4
A0778,2024-09-25 04:36:58,37.46287301,37.46287301,134.8663428,561943.0951,460.4903967,99432.60924,15.26335766,38.18845363,93.7612109,4
A0779,2024-09-25 04:36:59,16.72836049,16.72836049,60.22209775,250925.4073,106.4719551,104584.9751,19.36124054,17.05235524,41.86735318,2
A0780,2024-09-25 04:37:00,12.37652333,12.37652333,44.555484,185647.85,184.9911539,99956.93057,17.96236801,12.61623174,30.97567595,2
A0781,2024-09-25 04:37:01,30.0460164,30.0460164,108.165659,450690.246,456.4041842,102648.6576,24.74913771,30.6279474,75.19847395,4
A0782,2024-09-25 04:37:02,12.49320311,12.49320311,44.97553119,187398.0466,482.6937381,95481.56202,22.41794309,12.73517136,31.26769939,2
A0783,2024-09-25 04:37:03,20.44008874,20.44008874,73.58431947,306601.3311,429.5179506,95976.28942,19.53108804,20.83597221,51.15698069,3
A0784,2024-09-25 04:37:04,15.98586615,15.98586615,57.54911814,239787.9922,292.5690595,103387.4884,25.06076974,16.29548027,40.00905555,2
A0785,2024-09-25 04:37:05,26.30493526,26.30493526,94.69776694,394574.0289,37.4972502,103679.2797,27.18988092,26.81440903,65.83538273,3
A0786,2024-09-25 04:37:06,14.69549313,14.69549313,52.90377528,220432.397,288.5805794,99707.44655,26.51627559,14.98011532,36.77953985,2
A0787,2024-09-25 04:37:07,24.93745271,24.93745271,89.77482976,374061.7907,36.80932951,102042.3767,26.63138716,25.42044109,62.41287907,3
A0788,2024-09-25 04:37:08,21.04037464,21.04037464,75.74534871,315605.6196,428.23127,102200.0667,22.49327977,21.44788445,52.65936234,3
A0789,2024-09-25 04:37:09,34.10984199,34.10984199,122.7954311,511647.6298,293.4530323,100885.176,18.8555993,34.77048113,85.36932251,4
A0790,2024-09-25 04:37:10,17.14741442,17.14741442,61.73069192,257211.2164,412.0617643,104696.391,15.36608909,17.47952541,42.91615167,2
A0791,2024-09-25 04:37:11,11.41209722,11.41209722,41.08355001,171181.4584,276.1046554,96821.91558,28.76588314,11.63312663,28.56193262,2
A0792,2024-09-25 04:37:12,34.4739531,34.4739531,124.1062312,517109.2965,445.0476604,103808.8366,17.57557133,35.14164434,86.28061138,4
A0793,2024-09-25 04:37:13,37.8683459,37.8683459,136.3260452,568025.1884,481.0015023,96309.31557,26.51125026,38.60177971,94.77601905,4
A0794,2024-09-25 04:37:14,36.9568292,36.9568292,133.0445851,554352.4379,20.02523007,98443.91601,21.44212423,37.67260876,92.49469616,4
A0795,2024-09-25 04:37:15,20.99967327,20.99967327,75.59882377,314995.0991,266.8925944,103288.8168,27.27303339,21.40639477,52.55749589,3
A0796,2024-09-25 04:37:16,15.59212408,15.59212408,56.1316467,233881.8613,68.49986943,98788.69175,15.70834425,15.89411222,39.02360703,2
A0797,2024-09-25 04:37:17,32.23462798,32.23462798,116.0446607,483519.4197,248.611062,100665.9214,15.40427962,32.85894799,80.67608033,4
A0798,2024-09-25 04:37:18,31.29943445,31.29943445,112.677964,469491.5168,135.0807265,96497.5624,25.50039959,31.90564164,78.33549962,4
A0799,2024-09-25 04:37:19,33.34218482,33.34218482,120.0318654,500132.7723,359.9167425,100934.1274,15.26097845,33.98795599,83.44804794,4
A0800,2024-09-25 04:37:20,35.11807776,35.11807776,126.42508,526771.1665,27.22771441,97371.04412,27.73637974,35.79824441,87.89271167,4
A0801,2024-09-25 04:37:21,31.55549957,31.55549957,113.5997985,473332.4936,264.2841019,95295.96663,27.31372146,32.16666623,78.97637348,4
A0802,2024-09-25 04:37:22,28.88491726,28.88491726,103.9857021,433273.7589,225.635129,98519.46931,20.66838827,29.4443601,72.29250192,3
A0803,2024-09-25 04:37:23,30.58820954,30.58820954,110.1175543,458823.143,454.2324673,96750.57745,28.66784233,31.18064173,76.55546238,4
A0804,2024-09-25 04:37:24,39.16695943,39.16695943,141.0010539,587504.3914,204.8940786,103118.8935,26.45989984,39.92554478,98.02615892,4
A0805,2024-09-25 04:37:25,34.29920806,34.29920806,123.477149,514488.1209,472.4291982,101999.0865,26.54145353,34.96351484,85.84326354,4
A0806,2024-09-25 04:37:26,12.38384123,12.38384123,44.58182844,185757.6185,448.4135768,100956.0188,24.01147482,12.62369137,30.99399102,2
A0807,2024-09-25 04:37:27,31.3443697,31.3443697,112.8397309,470165.5456,93.38884688,101182.0847,17.91191725,31.9514472,78.44796254,4
A0808,2024-09-25 04:37:28,29.38261457,29.38261457,105.7774124,440739.2185,469.3304306,98087.30615,15.33909732,29.95169681,73.53812721,3
A0809,2024-09-25 04:37:29,36.4283671,36.4283671,131.1421216,546425.5065,61.54820222,104060.9086,22.05349964,37.13391142,91.17207348,4
A0810,2024-09-25 04:37:30,19.77379062,19.77379062,71.18564623,296606.8593,2.02164252,100881.1121,17.52415969,20.15676923,49.48938518,2
A0811,2024-09-25 04:37:31,24.17369213,24.17369213,87.02529165,362605.3819,185.2422468,100040.9028,28.05350885,24.641888,60.50135677,3
A0812,2024-09-25 04:37:32,32.57382111,32.57382111,117.265756,488607.3166,448.416641,97997.27794,16.96591207,33.20471061,81.52500503,4
A0813,2024-09-25 04:37:33,28.98068584,28.98068584,104.330469,434710.2877,379.7067762,100782.2523,27.09903941,29.54198353,72.53218931,3
A0814,2024-09-25 04:37:34,29.55273133,29.55273133,106.3898328,443290.9699,499.7671643,102186.7356,29.78453641,30.12510839,73.96389151,3
A0815,2024-09-25 04:37:35,30.32517648,30.32517648,109.1706353,454877.6471,123.8270763,103949.1653,18.22863855,30.91251425,75.89714933,4
A0816,2024-09-25 04:37:36,33.01955392,33.01955392,118.8703941,495293.3088,10.23981996,97991.58208,16.07935197,33.65907637,82.64057479,4
A0817,2024-09-25 04:37:37,15.78744708,15.78744708,56.8348095,236811.7062,341.653362,97002.56532,16.06075452,16.09321823,39.51245691,2
A0818,2024-09-25 04:37:38,36.97559738,36.97559738,133.1121506,554633.9606,366.0672993,98408.31689,29.79294811,37.69174044,92.54166873,4
A0819,2024-09-25 04:37:39,25.6868707,25.6868707,92.47273451,385303.0605,252.9345189,95256.15463,25.70260315,26.1843738,64.28850505,3
A0820,2024-09-25 04:37:40,30.29784799,30.29784799,109.0722528,454467.7198,333.7414109,101183.5671,17.61849301,30.88465646,75.82875222,4
A0821,2024-09-25 04:37:41,38.32436287,38.32436287,137.9677063,574865.4431,118.8442639,96814.7646,21.01380021,39.06662882,95.91732778,4
A0822,2024-09-25 04:37:42,20.69130686,20.69130686,74.48870471,310369.603,423.0046996,102575.2221,26.54029389,21.09205593,51.78572359,3
A0823,2024-09-25 04:37:43,13.46344901,13.46344901,48.46841644,201951.7352,146.4029989,99229.97896,26.07578875,13.72420898,33.69600836,2
A0824,2024-09-25 04:37:44,21.01519755,21.01519755,75.65471116,315227.9632,201.208782,100773.7297,19.91349936,21.42221972,52.59634969,3
A0825,2024-09-25 04:37:45,29.82259453,29.82259453,107.3613403,447338.918,449.3505384,104823.0576,22.68807971,30.4001983,74.63929889,3
A0826,2024-09-25 04:37:46,32.97392868,32.97392868,118.7061433,494608.9302,37.1081389,96562.41233,22.20883155,33.61256746,82.526385,4
A0827,2024-09-25 04:37:47,21.94435459,21.94435459,78.99967654,329165.3189,437.8348629,98141.84947,20.98721057,22.36937268,54.92182243,3
A0828,2024-09-25 04:37:48,36.42864189,36.42864189,131.1431108,546429.6284,339.3927557,103552.2459,20.94682967,37.13419153,91.17276122,4
A0829,2024-09-25 04:37:49,18.15502271,18.15502271,65.35808174,272325.3406,319.772667,104530.6742,25.49137923,18.50664904,45.43797034,2
A0830,2024-09-25 04:37:50,19.28533634,19.28533634,69.42721081,289280.045,246.7513691,99751.79033,28.29686936,19.65885457,48.26689312,2
A0831,2024-09-25 04:37:51,32.24790587,32.24790587,116.0924611,483718.5881,447.5647713,103428.6841,21.598051,32.87248305,80.70931193,4
A0832,2024-09-25 04:37:52,23.54154009,23.54154009,84.74954434,353123.1014,459.1512564,95040.77642,16.1499475,23.99749245,58.9192213,3
A0833,2024-09-25 04:37:53,35.16415454,35.16415454,126.5909564,527462.3182,330.5229533,103838.2202,26.74670175,35.8452136,88.00803156,4
A0834,2024-09-25 04:37:54,15.82059408,15.82059408,56.9541387,237308.9113,104.4512921,98521.4247,21.89717211,16.12700722,39.59541646,2
A0835,2024-09-25 04:37:55,13.5899223,13.5899223,48.92372028,203848.8345,133.7505561,96842.27941,28.71096618,13.8531318,34.01254278,2
A0836,2024-09-25 04:37:56,15.76723751,15.76723751,56.76205503,236508.5626,246.8342285,103917.5659,27.4702244,16.07261723,39.46187685,2
A0837,2024-09-25 04:37:57,33.63451336,33.63451336,121.0842481,504517.7004,204.0796454,97868.55651,20.58446934,34.28594634,84.17968104,4
A0838,2024-09-25 04:37:58,17.42574592,17.42574592,62.73268533,261386.1889,50.38046236,101085.9963,18.53651442,17.76324763,43.61275331,2
A0839,2024-09-25 04:37:59,33.29323265,33.29323265,119.8556375,499398.4897,342.8185208,104685.8229,24.5521212,33.93805571,83.32553157,4
A0840,2024-09-25 04:38:00,33.79179393,33.79179393,121.6504581,506876.9089,261.8592369,98600.53128,27.88230618,34.44627312,84.5733192,4
A0841,2024-09-25 04:38:01,22.63933383,22.63933383,81.50160179,339590.0074,52.38095053,101088.6088,18.36758719,23.07781226,56.66120036,3
A0842,2024-09-25 04:38:02,28.70890854,28.70890854,103.3520708,430633.6281,68.32871922,98958.44769,24.05784532,29.26494245,71.85199138,3
A0843,2024-09-25 04:38:03,21.17995238,21.17995238,76.24782857,317699.2857,330.3613979,97981.6135,15.30046635,21.59016553,53.00869428,3
A0844,2024-09-25 04:38:04,26.32206537,26.32206537,94.75943533,394830.9805,415.5094631,98485.25533,21.49447106,26.83187092,65.87825557,3
A0845,2024-09-25 04:38:05,30.44100909,30.44100909,109.5876327,456615.1364,64.20421899,103295.9124,17.28871917,31.03059031,76.18705251,4
A0846,2024-09-25 04:38:06,11.85781357,11.85781357,42.68812884,177867.2035,242.4979992,104893.0016,26.80292495,12.0874756,29.67746116,2
A0847,2024-09-25 04:38:07,18.60404322,18.60404322,66.9745556,279060.6483,419.4352177,103204.7674,27.63837759,18.96436618,46.56176849,2
A0848,2024-09-25 04:38:08,29.52212797,29.52212797,106.2796607,442831.9195,386.7138877,98495.06851,24.68961275,30.0939123,73.88729812,3
A0849,2024-09-25 04:38:09,20.12537009,20.12537009,72.45133233,301880.5514,215.5061052,101033.0216,19.4851331,20.5151581,50.36931015,3
A0850,2024-09-25 04:38:10,31.26627591,31.26627591,112.5585933,468994.1387,348.9624776,99200.19248,24.35274569,31.87184089,78.2525112,4
A0851,2024-09-25 04:38:11,24.87850944,24.87850944,89.56263398,373177.6416,406.1670819,97418.89554,25.81272936,25.36035621,62.26535722,3
A0852,2024-09-25 04:38:12,29.57675242,29.57675242,106.4763087,443651.2863,41.39543732,95160.70316,26.50460001,30.14959472,74.02401093,3
A0853,2024-09-25 04:38:13,19.0084612,19.0084612,68.43046033,285126.9181,65.83442725,100765.91,17.62357226,19.37661693,47.57393645,2
A0854,2024-09-25 04:38:14,37.40490732,37.40490732,134.6576664,561073.6098,394.8929556,99138.53512,16.75917419,38.12936526,93.61613572,4
A0855,2024-09-25 04:38:15,20.92361591,20.92361591,75.32501729,313854.2387,31.52540724,96289.58741,24.5999363,21.32886434,52.3671413,3
A0856,2024-09-25 04:38:16,29.54169691,29.54169691,106.3501089,443125.4536,417.0949439,98520.29396,20.68483513,30.11386025,73.93627482,3
A0857,2024-09-25 04:38:17,11.60205778,11.60205778,41.76740801,174030.8667,205.8384373,103627.7125,29.38431853,11.82676634,29.0373615,2
A0858,2024-09-25 04:38:18,39.26238793,39.26238793,141.3445966,588935.819,214.9185499,97700.75346,15.29151844,40.02282154,98.26499517,4
A0859,2024-09-25 04:38:19,20.25926466,20.25926466,72.93335279,303888.97,304.8961057,95007.31336,16.49301133,20.65164594,50.70441838,3
A0860,2024-09-25 04:38:20,31.70360097,31.70360097,114.1329635,475554.0145,143.0316129,104327.3704,18.44259314,32.31763605,79.34703822,4
A0861,2024-09-25 04:38:21,25.57799051,25.57799051,92.08076585,383669.8577,103.8822169,98732.68891,26.38321843,26.07338483,64.01600225,3
A0862,2024-09-25 04:38:22,27.49144744,27.49144744,98.96921077,412371.7115,209.07869,98046.89249,17.18183473,28.02390157,68.80495792,3
A0863,2024-09-25 04:38:23,18.92746098,18.92746098,68.13885953,283911.9147,53.51964971,103932.0043,22.00831654,19.29404789,47.37121097,2
A0864,2024-09-25 04:38:24,23.28206086,23.28206086,83.8154191,349230.9129,330.6681276,98690.98668,20.15537728,23.73298763,58.2698027,3
A0865,2024-09-25 04:38:25,27.06143232,27.06143232,97.42115634,405921.4848,0.381943778,98352.6489,28.68034694,27.58555792,67.72872604,3
A0866,2024-09-25 04:38:26,36.68450219,36.68450219,132.0642079,550267.5329,435.1026631,95173.14244,23.35205838,37.39500733,91.81312244,4
A0867,2024-09-25 04:38:27,10.70841631,10.70841631,38.55029872,160626.2446,156.6412259,95385.24157,21.11545422,10.91581683,26.80077633,2
A0868,2024-09-25 04:38:28,12.89334181,12.89334181,46.41603052,193400.1272,289.7292861,102981.2078,19.84861919,13.14305995,32.26915726,2
A0869,2024-09-25 04:38:29,37.74954895,37.74954895,135.8983762,566243.2343,227.4560488,95377.27804,18.21250721,38.48068191,94.47869681,4
A0870,2024-09-25 04:38:30,29.38854863,29.38854863,105.7987751,440828.2294,331.7108032,98832.48407,20.21553745,29.9577458,73.55297885,3
A0871,2024-09-25 04:38:31,29.17530892,29.17530892,105.0311121,437629.6338,328.8494103,95597.94351,28.87608985,29.74037606,73.01928744,3
A0872,2024-09-25 04:38:32,12.33185615,12.33185615,44.39468214,184977.8422,455.6437728,95843.40583,21.99027069,12.57069944,30.86388396,2
A0873,2024-09-25 04:38:33,13.92907964,13.92907964,50.14468671,208936.1946,236.180243,98990.56466,28.45768307,14.19885794,34.86137792,2
A0874,2024-09-25 04:38:34,18.72670439,18.72670439,67.41613582,280900.5659,341.9702004,101727.6888,16.11233943,19.08940305,46.86876203,2
A0875,2024-09-25 04:38:35,15.23639421,15.23639421,54.85101915,228545.9131,281.6949809,99611.52429,18.46536102,15.53149257,38.13329454,2
A0876,2024-09-25 04:38:36,32.68824289,32.68824289,117.6776744,490323.6433,281.4936188,96310.30139,24.75933542,33.32134851,81.81137721,4
A0877,2024-09-25 04:38:37,19.0488694,19.0488694,68.57592982,285733.0409,150.3020621,104139.9788,28.92778025,19.41780774,47.67506914,2
A0878,2024-09-25 04:38:38,19.08649979,19.08649979,68.71139925,286297.4969,275.0171389,104098.4677,23.13571623,19.45616696,47.76924962,2
A0879,2024-09-25 04:38:39,35.48364646,35.48364646,127.7411273,532254.697,277.050728,96821.58711,25.92004973,36.17089344,88.80764854,4
A0880,2024-09-25 04:38:40,12.38794558,12.38794558,44.59660407,185819.1836,435.0337278,97855.64981,24.10778451,12.62787521,31.00426327,2
A0881,2024-09-25 04:38:41,13.32927423,13.32927423,47.98538724,199939.1135,229.2326814,101765.0232,20.65177948,13.58743551,33.36019883,2
A0882,2024-09-25 04:38:42,19.45505379,19.45505379,70.03819365,291825.8069,367.0439322,104186.6866,26.54864346,19.83185911,48.69165804,2
A0883,2024-09-25 04:38:43,29.65883178,29.65883178,106.7717944,444882.4767,225.5577372,99911.49243,18.39092302,30.23326379,74.22943726,3
A0884,2024-09-25 04:38:44,26.09196519,26.09196519,93.93107467,391379.4778,482.6115157,102294.5848,15.07584367,26.59731415,65.30236616,3
A0885,2024-09-25 04:38:45,38.24990698,38.24990698,137.6996651,573748.6048,96.58891957,97654.85116,22.86439183,38.99073087,95.7309813,4
A0886,2024-09-25 04:38:46,17.75184408,17.75184408,63.90663868,266277.6612,87.38539561,98914.57858,23.96732765,18.09566165,44.42890421,2
A0887,2024-09-25 04:38:47,35.61325982,35.61325982,128.2077354,534198.8973,220.703898,104872.74,23.52968799,36.30301715,89.13204184,4
A0888,2024-09-25 04:38:48,17.2917497,17.2917497,62.2502989,259376.2454,152.0270436,99502.19811,19.42234693,17.62665616,43.27739065,2
A0889,2024-09-25 04:38:49,31.53534571,31.53534571,113.5272446,473030.1857,130.7316318,97683.49589,26.61545879,32.14612203,78.92593287,4
A0890,2024-09-25 04:38:50,24.67496445,24.67496445,88.82987202,370124.4667,208.3342683,103092.2221,26.97147375,25.15286896,61.75592953,3
A0891,2024-09-25 04:38:51,39.78965,39.78965,143.24274,596844.75,93.57945305,99189.91284,27.64717037,40.56029562,99.58461447,4
A0892,2024-09-25 04:38:52,39.56003007,39.56003007,142.4161083,593400.451,179.0942323,95707.42466,23.30937738,40.32622841,99.00992702,4
A0893,2024-09-25 04:38:53,30.68314446,30.68314446,110.4593201,460247.1669,23.22543026,101213.5102,19.30518269,31.27741535,76.79306331,4
A0894,2024-09-25 04:38:54,17.85081687,17.85081687,64.26294073,267762.2531,71.96701751,99618.051,16.06148104,18.19655135,44.67661102,2
A0895,2024-09-25 04:38:55,30.46758577,30.46758577,109.6833088,457013.7866,364.4392713,95616.4207,18.60118341,31.05768173,76.25356802,4
A0896,2024-09-25 04:38:56,39.1418898,39.1418898,140.9108033,587128.347,289.3295556,104660.6585,18.19318337,39.8999896,97.96341523,4
A0897,2024-09-25 04:38:57,23.46371162,23.46371162,84.46936184,351955.6743,182.2595012,102833.0339,28.24592602,23.9181566,58.72443401,3
A0898,2024-09-25 04:38:58,17.7201305,17.7201305,63.7924698,265801.9575,152.3839373,101535.4111,29.93027577,18.06333384,44.3495322,2
A0899,2024-09-25 04:38:59,27.12011725,27.12011725,97.63242211,406801.7588,141.4483493,101948.754,29.48687833,27.64537946,67.87560134,3
A0900,2024-09-25 04:39:00,22.67755897,22.67755897,81.63921229,340163.3846,395.1273561,98076.53253,28.92574198,23.11677775,56.75686936,3
A0901,2024-09-25 04:39:01,31.9892906,31.9892906,115.1614462,479839.359,96.31387055,97444.38463,28.73297714,32.60885892,80.06205562,4
A0902,2024-09-25 04:39:02,23.27193296,23.27193296,83.77895867,349078.9945,7.417179045,97254.07121,26.76568294,23.72266357,58.24445482,3
A0903,2024-09-25 04:39:03,34.39168087,34.39168087,123.8100511,515875.2131,185.452982,103954.902,22.26207162,35.05777867,86.07470235,4
A0904,2024-09-25 04:39:04,25.66331542,25.66331542,92.38793552,384949.7313,277.2466596,104542.9268,22.01387517,26.16036231,64.22955145,3
A0905,2024-09-25 04:39:05,23.28223232,23.28223232,83.81603637,349233.4849,44.37140852,95105.10547,16.50237923,23.73316241,58.27023183,3
A0906,2024-09-25 04:39:06,16.92244199,16.92244199,60.92079116,253836.6298,29.66112453,104828.4319,29.25708036,17.25019571,42.35309587,2
A0907,2024-09-25 04:39:07,35.60655325,35.60655325,128.1835917,534098.2988,496.5810136,101433.967,27.91948535,36.29618069,89.11525681,4
A0908,2024-09-25 04:39:08,20.52506263,20.52506263,73.89022545,307875.9394,436.4681715,101436.6996,24.47310913,20.92259187,51.36965136,3
A0909,2024-09-25 04:39:09,27.34893867,27.34893867,98.4561792,410234.08,98.01636804,100970.8875,15.01377948,27.87863269,68.44829027,3
A0910,2024-09-25 04:39:10,23.42964248,23.42964248,84.34671294,351444.6373,487.9455315,103153.4901,22.58677885,23.88342761,58.63916656,3
A0911,2024-09-25 04:39:11,28.66044557,28.66044557,103.1776041,429906.6836,110.9133224,97039.06552,21.62443006,29.21554085,71.73069938,3
A0912,2024-09-25 04:39:12,19.23002843,19.23002843,69.22810235,288450.4265,455.1358679,95486.89292,29.04971686,19.60247547,48.12846978,2
A0913,2024-09-25 04:39:13,23.70457665,23.70457665,85.33647595,355568.6498,439.4043372,96686.20285,16.00538221,24.1636867,59.32726543,3
A0914,2024-09-25 04:39:14,27.47554507,27.47554507,98.91196226,412133.1761,379.7274655,96481.18047,25.90875279,28.00769121,68.76515785,3
A0915,2024-09-25 04:39:15,19.20509277,19.20509277,69.13833395,288076.3915,467.0732521,104955.145,21.58593651,19.57705685,48.06606137,2
A0916,2024-09-25 04:39:16,15.21107891,15.21107891,54.75988408,228166.1837,277.6120023,97885.38,19.6344825,15.50568696,38.069936,2
A0917,2024-09-25 04:39:17,19.32864263,19.32864263,69.58311348,289929.6395,119.3489053,97037.57454,29.03141184,19.70299963,48.37527911,2
A0918,2024-09-25 04:39:18,11.91797913,11.91797913,42.90472488,178769.687,49.43353575,101075.5515,25.95468776,12.14880646,29.82804214,2
A0919,2024-09-25 04:39:19,18.65288058,18.65288058,67.15037009,279793.2087,218.213332,102269.2295,17.64969093,19.01414942,46.6839975,2
A0920,2024-09-25 04:39:20,30.1905953,30.1905953,108.6861431,452858.9296,340.5058982,96238.42155,19.238627,30.77532651,75.56032269,4
A0921,2024-09-25 04:39:21,21.05360336,21.05360336,75.79297208,315804.0504,48.50586089,98875.48092,27.46670307,21.46136938,52.69247086,3
A0922,2024-09-25 04:39:22,34.798362,34.798362,125.2741032,521975.43,59.36108338,97922.20568,15.81526449,35.47233639,87.09253445,4
A0923,2024-09-25 04:39:23,29.83208823,29.83208823,107.3955176,447481.3235,120.7941284,97704.23118,24.88891673,30.40987588,74.6630595,3
A0924,2024-09-25 04:39:24,11.64343244,11.64343244,41.91635678,174651.4866,370.6138026,103890.4502,22.34909349,11.86894234,29.14091303,2
A0925,2024-09-25 04:39:25,34.19610382,34.19610382,123.1059738,512941.5573,421.8282365,102434.2026,23.52345097,34.85841368,85.58521664,4
A0926,2024-09-25 04:39:26,33.76415712,33.76415712,121.5509656,506462.3568,296.4352578,97700.35803,16.20658422,34.41810104,84.50415044,4
A0927,2024-09-25 04:39:27,12.68155297,12.68155297,45.65359069,190223.2945,261.9643192,95404.07694,17.81799947,12.92716918,31.73909706,2
A0928,2024-09-25 04:39:28,18.47279143,18.47279143,66.50204916,277091.8715,6.677700868,98033.27384,21.89663648,18.83057231,46.23327456,2
A0929,2024-09-25 04:39:29,19.22041727,19.22041727,69.19350219,288306.2591,100.5378205,96342.72428,17.01754247,19.59267816,48.10441519,2
A0930,2024-09-25 04:39:30,16.96295522,16.96295522,61.06663878,254444.3283,374.169304,96367.26255,26.41106393,17.2914936,42.45449144,2
A0931,2024-09-25 04:39:31,10.00233944,10.00233944,36.00842197,150035.0915,477.0286312,97731.72628,24.37188148,10.19606466,25.03362348,2
A0932,2024-09-25 04:39:32,30.72341561,30.72341561,110.6042962,460851.2341,33.49378056,104653.124,15.72675566,31.31846647,76.89385301,4
A0933,2024-09-25 04:39:33,13.81884586,13.81884586,49.74784508,207282.6878,382.860944,97564.53717,18.29644603,14.08648915,34.58548735,2
A0934,2024-09-25 04:39:34,13.06804639,13.06804639,47.04496701,196020.6959,104.4377195,95802.44358,17.99635921,13.32114821,32.70640385,2
A0935,2024-09-25 04:39:35,19.32656726,19.32656726,69.57564214,289898.5089,154.9651678,97444.51724,27.09212697,19.70088406,48.37008492,2
A0936,2024-09-25 04:39:36,33.10210509,33.10210509,119.1675783,496531.5763,460.4432773,101729.2147,16.79502559,33.74322639,82.84718194,4
A0937,2024-09-25 04:39:37,26.67084023,26.67084023,96.01502483,400062.6035,80.31684327,103315.044,26.59998356,27.18740085,66.75116121,3
A0938,2024-09-25 04:39:38,17.51547464,17.51547464,63.05570871,262732.1196,457.5460298,96558.45939,29.64680916,17.85471421,43.83732426,2
A0939,2024-09-25 04:39:39,10.12595283,10.12595283,36.45343019,151889.2925,22.97551961,100086.0038,28.70464637,10.3220722,25.34300022,2
A0940,2024-09-25 04:39:40,33.30134389,33.30134389,119.884838,499520.1584,104.5468616,95539.55042,17.16388504,33.94632405,83.34583221,4
A0941,2024-09-25 04:39:41,25.19977744,25.19977744,90.71919879,377996.6616,466.0563718,96223.41364,20.98650603,25.68784653,63.06941934,3
A0942,2024-09-25 04:39:42,21.73038299,21.73038299,78.22937878,325955.7449,209.7102337,100348.1031,19.03282482,22.15125687,54.38629926,3
A0943,2024-09-25 04:39:43,11.82826262,11.82826262,42.58174545,177423.9394,308.0891321,101268.055,22.36624876,12.05735232,29.60350175,2
A0944,2024-09-25 04:39:44,33.52103825,33.52103825,120.6757377,502815.5737,286.3726496,97618.56492,16.35787671,34.17027344,83.89567816,4
A0945,2024-09-25 04:39:45,22.91563535,22.91563535,82.49628724,343734.5302,348.9487082,104315.109,16.96047851,23.35946518,57.3527214,3
A0946,2024-09-25 04:39:46,26.93488187,26.93488187,96.96557474,404023.2281,409.7227805,104975.6872,18.69032939,27.45655645,67.41199852,3
A0947,2024-09-25 04:39:47,22.94127458,22.94127458,82.5885885,344119.1188,194.8706705,101498.0936,23.95543537,23.385601,57.41689069,3
A0948,2024-09-25 04:39:48,15.60848536,15.60848536,56.19054731,234127.2804,306.3610723,98989.5752,28.48028336,15.91079038,39.06455566,2
A0949,2024-09-25 04:39:49,18.42278485,18.42278485,66.32202544,276341.7727,91.52457989,96770.25405,25.19446176,18.77959719,46.10811922,2
A0950,2024-09-25 04:39:50,11.07551966,11.07551966,39.87187077,166132.7949,463.0262372,103682.6434,18.08338272,11.29003023,27.71955408,2
A0951,2024-09-25 04:39:51,35.40369324,35.40369324,127.4532957,531055.3986,45.87552598,103388.3584,29.37854691,36.08939168,88.60754346,4
A0952,2024-09-25 04:39:52,17.90529575,17.90529575,64.45906471,268579.4363,300.9705513,98735.14829,22.5004375,18.25208538,44.81295951,2
A0953,2024-09-25 04:39:53,31.57870753,31.57870753,113.6833471,473680.613,449.1509768,98505.99297,19.18928031,32.19032368,79.03445783,4
